customer id	balance
46	$382.50
13	$976.35
29	$808.38
32	$776.18
17	$710.71
49	$525.51
25	$517.06
16	$995.94
29	$49.51
22	$325.80
3	$841.30
6	$467.10
17	$357.57
12	$37.79
22	$47.18
30	$319.56
32	$284.52
25	$916.41
35	$463.25
31	$717.83
40	$243.86
16	$333.10
12	$502.83
23	$496.93
41	$597.16
25	$164.76
40	$453.34
37	$97.55
37	$364.10
41	$530.10
25	$791.36
30	$212.12
34	$904.10
47	$906.05
40	$282.61
22	$297.81
7	$744.25
6	$799.39
35	$653.24
42	$490.44
7	$335.52
17	$72.47
39	$804.99
32	$114.59
20	$317.50
29	$985.45
35	$332.28
5	$330.21
8	$173.15
25	$869.30
8	$397.72
30	$352.60
14	$662.47
28	$160.64
24	$531.95
39	$586.28
38	$898.33
17	$101.60
11	$722.86
32	$58.17
31	$794.01
9	$858.34
32	$998.21
24	$237.68
4	$654.54
42	$721.19
21	$197.07
7	$92.02
8	$415.66
50	$690.62
42	$836.79
45	$725.82
38	$542.96
19	$130.76
24	$473.66
13	$799.25
5	$730.57
23	$929.40
27	$520.15
33	$36.98
9	$801.45
33	$897.63
19	$686.57
19	$882.91
49	$40.44
46	$754.30
43	$558.37
25	$619.83
19	$925.35
48	$730.66
13	$789.44
39	$202.59
4	$956.42
39	$626.29
14	$97.46
11	$364.95
8	$68.34
7	$953.17
21	$733.54
19	$855.96
29	$408.09
46	$814.86
16	$88.69
34	$21.71
23	$229.81
50	$464.39
27	$47.92
47	$931.94
47	$155.09
4	$517.03
13	$413.65
44	$144.63
9	$739.80
27	$972.30
42	$514.97
17	$208.67
49	$655.50
47	$75.92
35	$181.89
3	$259.17
15	$864.34
9	$938.84
37	$25.62
43	$822.44
8	$383.91
44	$913.68
18	$472.50
9	$663.95
8	$104.16
39	$822.89
46	$393.17
20	$346.64
50	$919.56
6	$813.76
22	$967.64
44	$83.78
2	$936.62
13	$215.06
28	$321.06
29	$978.67
50	$85.37
22	$571.12
30	$894.02
14	$421.27
31	$371.21
40	$211.91
11	$897.28
13	$42.73
23	$789.15
34	$77.55
34	$647.69
2	$410.20
8	$153.20
41	$211.54
34	$772.03
35	$828.02
23	$642.13
40	$895.78
33	$336.77
1	$732.68
30	$293.28
13	$115.29
46	$335.61
37	$488.72
1	$700.33
16	$602.44
9	$165.65
50	$236.91
15	$781.49
30	$927.51
36	$562.10
27	$597.71
32	$583.34
41	$643.82
42	$662.82
37	$834.97
42	$892.01
35	$283.97
38	$655.92
48	$502.82
20	$526.01
20	$794.29
1	$762.85
7	$611.99
47	$487.91
26	$868.02
41	$47.67
35	$914.90
21	$454.03
25	$565.25
6	$159.63
15	$696.86
4	$658.27
19	$322.77
46	$264.81
5	$819.24
49	$335.74
23	$534.64
10	$824.01
25	$253.29
37	$485.75
27	$579.50
5	$67.14
31	$27.15
19	$901.30
31	$63.58
14	$174.51
27	$112.89
21	$602.07
36	$571.49
36	$791.04
14	$85.31
42	$296.97
16	$307.56
40	$293.06
11	$512.04
22	$795.79
19	$832.54
17	$174.78
41	$350.52
8	$967.96
30	$79.32
50	$198.47
42	$488.46
26	$946.33
13	$295.42
12	$385.32
20	$393.41
27	$263.83
40	$878.69
27	$340.38
28	$777.93
16	$616.05
34	$866.99
13	$264.13
4	$217.05
18	$114.71
44	$677.07
41	$538.26
5	$286.85
15	$535.23
24	$378.27
49	$480.21
49	$764.29
37	$555.49
39	$629.02
25	$875.25
46	$707.62
46	$488.15
9	$682.11
45	$215.86
50	$901.19
39	$878.88
4	$98.66
49	$595.08
25	$851.68
41	$26.76
8	$389.93
25	$250.85
26	$670.15
40	$310.17
23	$240.39
6	$834.63
15	$804.29
17	$976.30
10	$61.52
49	$107.11
15	$328.77
39	$300.45
12	$543.03
17	$735.27
12	$755.45
27	$532.98
23	$471.98
13	$438.17
6	$22.39
12	$257.41
21	$759.04
34	$141.97
10	$209.31
32	$515.80
12	$919.91
36	$269.25
39	$364.25
23	$639.00
36	$521.18
14	$444.76
40	$68.48
38	$735.26
2	$407.63
10	$481.99
24	$87.14
15	$863.14
14	$402.41
10	$218.28
3	$960.23
2	$563.17
47	$608.38
26	$476.55
48	$254.02
15	$684.22
14	$297.80
39	$498.98
29	$10.57
33	$814.98
13	$731.79
19	$458.58
3	$673.06
40	$721.42
6	$586.39
46	$997.19
17	$813.22
43	$511.40
27	$570.18
3	$697.51
36	$491.74
37	$325.60
6	$412.53
39	$459.45
6	$334.45
6	$769.50
15	$884.69
8	$814.35
1	$188.91
20	$110.14
42	$823.95
44	$747.44
1	$34.95
35	$288.72
4	$553.70
28	$782.40
35	$410.07
27	$633.69
42	$603.49
40	$979.09
23	$437.55
7	$154.90
4	$971.41
33	$130.08
43	$456.26
13	$713.40
48	$178.88
40	$670.39
11	$236.57
3	$455.71
9	$769.17
17	$922.73
18	$672.67
26	$707.79
35	$162.03
24	$727.34
12	$365.78
40	$235.09
9	$112.34
26	$183.16
13	$661.54
33	$523.47
42	$497.24
34	$972.64
16	$754.04
35	$272.92
20	$75.76
18	$356.60
18	$271.68
44	$232.70
8	$136.01
33	$92.39
50	$99.24
6	$249.57
27	$25.06
21	$510.63
19	$924.52
16	$891.86
47	$665.26
39	$614.20
44	$699.21
30	$233.16
40	$576.17
5	$917.50
46	$887.52
40	$783.83
31	$697.06
15	$940.43
31	$878.06
45	$662.94
13	$160.55
1	$129.75
25	$732.61
31	$328.98
9	$830.19
50	$987.15
32	$825.32
42	$455.14
44	$247.35
12	$862.88
1	$627.96
29	$39.66
36	$161.96
38	$93.59
47	$73.32
46	$412.58
46	$165.91
34	$323.66
10	$236.24
24	$114.05
27	$637.32
21	$920.22
48	$356.53
33	$148.05
10	$586.30
4	$530.00
44	$393.03
16	$755.96
43	$943.31
35	$956.75
3	$522.32
50	$201.60
2	$314.39
20	$141.99
8	$851.35
39	$12.06
28	$813.14
25	$245.12
35	$837.47
35	$308.18
48	$640.21
32	$950.76
48	$526.64
49	$161.00
7	$626.50
34	$66.34
35	$989.83
27	$349.91
32	$235.92
32	$648.05
44	$165.66
3	$604.37
22	$575.70
12	$451.80
48	$334.75
4	$945.77
1	$725.30
15	$537.59
14	$267.25
11	$904.52
28	$434.89
9	$336.48
34	$936.75
43	$334.51
23	$479.84
14	$343.66
30	$561.88
39	$612.86
2	$808.65
7	$55.99
16	$485.81
11	$139.73
29	$378.53
1	$69.13
33	$257.10
1	$630.00
9	$641.90
38	$992.69
2	$998.98
13	$776.00
12	$444.25
23	$943.38
41	$502.05
3	$976.74
1	$977.51
43	$499.92
26	$390.30
48	$723.19
45	$321.98
14	$337.01
4	$29.87
17	$313.41
31	$31.93
40	$212.32
23	$497.83
26	$443.92
3	$39.54
26	$436.42
24	$739.57
7	$715.75
14	$782.29
7	$472.51
21	$923.37
49	$26.85
18	$100.75
31	$310.93
9	$645.88
7	$724.43
9	$899.15
10	$82.82
49	$237.49
46	$980.86
4	$772.09
21	$730.47
23	$745.54
37	$458.64
50	$437.61
46	$548.24
25	$468.60
25	$198.76
32	$724.33
26	$514.37
42	$230.70
33	$45.00
37	$825.48
29	$183.74
48	$951.45
42	$142.23
32	$206.50
17	$69.11
4	$68.69
6	$926.35
37	$206.71
38	$122.94
19	$685.21
19	$569.51
43	$167.30
35	$366.12
27	$26.47
44	$840.53
3	$529.02
44	$369.87
45	$466.59
37	$669.45
26	$414.51
41	$715.10
45	$721.87
11	$148.81
11	$521.77
8	$734.19
22	$546.70
47	$240.07
46	$152.63
30	$201.98
42	$504.33
33	$679.01
9	$480.00
5	$363.63
33	$623.90
50	$617.12
29	$370.34
14	$710.60
12	$271.53
47	$800.54
45	$56.19
34	$775.73
8	$304.92
29	$416.50
7	$310.99
17	$727.57
28	$207.35
28	$706.88
35	$950.77
21	$163.18
22	$824.46
6	$43.09
16	$343.38
48	$115.43
46	$358.18
49	$39.39
42	$268.08
17	$983.49
45	$138.24
6	$326.86
14	$196.25
33	$30.89
36	$342.93
31	$723.92
19	$505.97
19	$898.85
48	$398.11
44	$515.69
16	$403.96
24	$497.61
28	$523.74
24	$770.16
37	$488.44
42	$78.94
26	$85.00
40	$387.04
21	$134.41
1	$112.33
5	$698.93
13	$856.36
19	$948.95
41	$950.46
32	$169.30
4	$346.29
8	$149.42
3	$633.26
11	$69.43
30	$190.74
18	$495.49
21	$728.25
30	$311.89
34	$119.96
19	$410.34
30	$977.85
28	$776.30
32	$232.03
37	$402.73
33	$363.17
43	$840.61
11	$880.97
14	$681.10
10	$204.42
20	$127.76
37	$345.06
9	$535.24
2	$828.73
19	$300.64
38	$972.16
3	$808.67
49	$805.93
47	$439.79
28	$872.80
20	$665.32
48	$986.88
19	$909.23
17	$509.90
10	$357.82
9	$154.30
15	$890.81
49	$567.89
19	$181.61
13	$632.90
13	$395.25
36	$489.31
8	$264.45
41	$907.36
19	$385.35
33	$531.93
13	$26.82
16	$554.47
50	$883.44
28	$930.06
35	$330.20
47	$495.93
37	$433.75
21	$117.93
23	$232.43
48	$610.02
41	$759.72
1	$60.69
21	$66.22
20	$133.03
34	$398.93
24	$378.13
3	$260.65
39	$473.04
5	$469.38
46	$511.06
28	$692.40
50	$98.80
2	$948.53
43	$482.79
42	$755.30
44	$10.33
7	$521.95
34	$921.51
36	$610.39
26	$35.83
26	$222.33
16	$959.69
32	$525.31
48	$228.83
47	$188.69
11	$160.87
41	$828.92
22	$714.82
5	$98.80
33	$188.49
29	$17.04
33	$918.58
12	$273.98
33	$11.38
43	$320.66
33	$227.44
2	$877.88
31	$447.48
15	$684.65
18	$355.35
9	$789.48
3	$545.88
24	$720.66
14	$156.87
33	$660.51
47	$975.90
36	$295.62
23	$30.34
34	$265.38
49	$114.92
39	$519.15
46	$685.21
27	$767.53
6	$999.57
6	$332.28
37	$425.22
47	$420.16
16	$221.26
47	$994.73
13	$822.26
47	$514.04
24	$825.29
48	$954.90
37	$111.90
35	$593.22
12	$687.87
40	$713.91
22	$340.96
2	$966.08
6	$439.68
49	$949.76
11	$609.85
8	$915.25
20	$633.73
1	$391.65
3	$772.34
18	$730.72
9	$888.37
12	$63.26
32	$689.28
37	$78.06
23	$972.43
1	$895.10
38	$768.57
1	$676.99
8	$810.12
24	$636.75
18	$359.34
48	$706.00
19	$260.26
38	$553.41
21	$831.01
38	$578.78
19	$516.70
40	$794.40
2	$772.86
16	$701.42
5	$38.75
9	$56.63
4	$376.86
45	$760.62
17	$373.56
6	$205.51
5	$179.93
32	$967.30
19	$100.75
32	$944.80
43	$610.37
16	$555.99
39	$449.92
17	$49.54
11	$773.49
30	$464.54
14	$554.09
35	$612.93
48	$281.64
14	$299.69
15	$671.34
49	$557.49
47	$410.54
43	$683.61
19	$323.77
8	$289.34
44	$168.41
29	$171.07
41	$786.64
3	$299.46
19	$597.06
3	$96.35
46	$705.80
1	$958.94
48	$608.28
24	$895.43
12	$750.75
19	$704.18
47	$233.13
33	$475.47
35	$848.58
15	$88.92
9	$671.90
24	$303.20
17	$43.36
41	$894.09
41	$470.20
44	$327.14
32	$255.82
9	$258.42
20	$980.91
6	$455.35
11	$804.43
2	$217.37
44	$392.41
9	$907.19
10	$122.01
33	$820.30
10	$237.04
39	$828.86
35	$205.36
30	$525.89
2	$562.30
26	$488.73
46	$463.05
1	$574.02
9	$899.38
32	$71.73
6	$393.01
34	$482.13
1	$436.69
4	$398.31
19	$382.68
41	$430.15
42	$347.22
39	$685.51
15	$933.16
46	$159.46
29	$383.18
37	$114.38
12	$917.69
45	$323.45
5	$945.15
48	$206.11
5	$332.13
15	$516.39
10	$822.52
35	$458.96
5	$368.11
38	$738.11
42	$145.15
40	$448.40
9	$671.82
24	$701.65
15	$348.80
36	$93.00
1	$890.80
25	$123.21
21	$847.04
45	$602.82
30	$278.79
13	$191.21
45	$460.47
33	$849.89
37	$747.04
40	$43.35
19	$936.26
33	$644.37
25	$396.48
3	$807.59
44	$667.94
32	$386.72
29	$646.44
17	$211.42
9	$318.53
46	$457.63
21	$518.84
44	$45.65
