customer id	balance
3	$204.12
12	$646.24
34	$106.10
17	$412.33
36	$453.07
21	$905.25
6	$858.29
27	$987.51
20	$793.93
25	$803.64
8	$990.26
36	$796.37
38	$639.03
29	$457.06
30	$737.27
13	$341.90
4	$50.02
32	$796.98
5	$721.39
37	$533.80
9	$512.21
27	$265.18
36	$552.58
3	$971.91
18	$277.04
38	$890.59
22	$76.06
17	$688.86
10	$286.23
29	$409.82
26	$119.59
14	$904.45
24	$312.07
11	$440.68
20	$673.95
1	$536.37
37	$851.77
32	$323.47
16	$256.28
3	$632.27
22	$99.34
27	$367.07
37	$939.59
4	$708.63
31	$653.58
20	$676.79
29	$848.16
30	$125.91
9	$117.83
12	$445.28
27	$99.32
11	$690.44
37	$524.33
34	$92.14
40	$179.69
35	$986.11
1	$266.00
28	$38.09
29	$119.07
32	$369.44
1	$922.96
3	$813.19
14	$65.69
20	$970.49
39	$80.40
40	$399.52
34	$784.90
34	$582.19
32	$584.00
22	$522.41
21	$675.27
39	$723.13
18	$939.23
16	$664.76
19	$772.70
1	$964.21
8	$143.59
10	$231.74
12	$322.19
35	$572.26
13	$424.46
25	$817.68
39	$780.18
35	$474.63
2	$977.78
4	$419.11
9	$471.98
27	$494.42
8	$463.31
1	$100.42
27	$553.88
29	$165.89
19	$686.26
32	$514.65
6	$19.20
20	$877.75
16	$417.67
37	$921.17
11	$865.19
13	$162.59
34	$300.86
37	$970.83
32	$837.22
14	$120.84
3	$944.14
18	$714.77
27	$739.06
26	$838.02
8	$365.31
7	$552.53
2	$773.78
12	$420.50
35	$856.52
6	$846.67
8	$96.13
22	$879.80
25	$466.62
5	$960.57
10	$363.77
14	$813.51
38	$98.89
8	$964.02
20	$719.32
9	$193.74
13	$27.87
24	$277.78
33	$878.06
33	$33.19
38	$579.61
26	$43.90
10	$669.86
35	$132.66
17	$806.71
32	$611.48
24	$232.84
13	$668.80
16	$141.73
24	$416.97
10	$391.76
19	$111.69
35	$549.08
3	$195.94
36	$619.47
11	$199.31
17	$80.13
37	$947.05
2	$225.97
21	$43.43
35	$738.33
9	$578.39
12	$872.64
34	$439.64
24	$61.34
6	$849.96
6	$625.19
19	$901.16
18	$945.53
21	$766.44
3	$463.44
35	$305.61
17	$688.03
37	$105.85
4	$932.58
30	$69.53
29	$805.72
32	$577.93
20	$771.75
11	$601.93
14	$979.73
22	$132.01
13	$780.33
18	$214.62
19	$89.17
18	$415.91
34	$113.54
38	$490.54
23	$524.27
32	$652.40
26	$480.42
25	$174.30
39	$972.68
18	$637.76
31	$870.82
37	$266.37
8	$875.49
35	$178.34
13	$820.23
27	$927.93
24	$329.64
39	$276.05
27	$90.43
9	$949.50
8	$37.85
25	$349.14
20	$463.88
19	$702.13
25	$658.69
40	$730.36
26	$253.52
38	$315.48
4	$963.32
18	$637.09
13	$416.98
9	$376.53
39	$130.88
1	$310.87
39	$49.88
33	$625.74
1	$729.29
12	$273.69
18	$461.41
3	$984.88
5	$354.99
6	$52.74
23	$272.64
40	$810.90
27	$630.19
11	$914.10
21	$547.30
1	$478.74
17	$157.91
13	$142.78
29	$69.63
24	$132.78
2	$45.08
31	$281.23
38	$323.03
9	$366.98
6	$145.56
30	$689.52
39	$601.26
23	$349.22
8	$85.83
21	$437.20
15	$977.16
30	$750.62
28	$251.95
33	$701.55
18	$395.58
39	$87.32
18	$204.73
15	$718.96
